Scheme ID,Research Area,Eligibility Criteria,Grant Amount Range,Duration (months),Application Deadline,Number of Applications Received,Number of Applications Funded
282,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-01-20,90,42
283,Materials Science,PhD students and postdoctoral fellows,500000-1000000,12,2023-06-04,1603,137
284,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-07-26,1422,198
285,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-07-12,1027,154
286,Computer Science,PhD students and postdoctoral fellows,100000-250000,36,2023-12-09,1626,81
287,Environmental Science,Researchers from developing countries,500000-1000000,24,2023-08-12,1801,9
288,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-09-19,453,40
289,Medical Research,Researchers from developing countries,500000-1000000,12,2023-08-29,200,38
290,Environmental Science,PhD students and postdoctoral fellows,100000-250000,36,2023-02-11,1563,129
291,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,24,2023-04-01,1815,106
292,Materials Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-15000,6,2023-01-05,1221,91
293,Environmental Science,Researchers from developing countries,100000-500000,24,2023-01-23,1624,61
294,Environmental Science,Researchers from developing countries,50000-100000,24,2023-06-08,1478,55
295,Physics,PhD students and postdoctoral fellows,100000-500000,24,2023-12-07,746,123
296,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,12,2023-07-29,1703,88
297,Computer Science,PhD students and postdoctoral fellows,25000-50000,12,2023-02-13,1507,46
298,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",500000-1000000,36,2023-07-31,1734,29
299,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",25000-50000,24,2023-03-05,1847,108
300,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-06-02,1745,195
301,Electrical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,12,2023-01-24,579,177
302,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-01-24,1061,46
303,Physics,Researchers from developing countries,25000-50000,6,2023-04-24,94,183
304,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",20000-50000,24,2023-12-22,86,108
305,Neuroscience,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-04-13,1265,128
306,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-06-28,1659,151
307,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,36,2023-01-14,1903,184
308,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,24,2023-11-15,1483,30
309,Physics,PhD students and postdoctoral fellows,50000-100000,12,2023-10-19,1200,112
310,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,6,2023-01-18,945,129
311,Neuroscience,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,24,2023-01-05,1925,161
312,Medical Research,Researchers from developing countries,5000-15000,24,2023-03-26,789,165
313,Physics,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-04-29,543,117
314,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,6,2023-02-26,65,164
315,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,36,2023-08-16,1871,133
316,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,6,2023-09-27,1323,123
317,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-10-26,1013,173
318,Electrical Engineering,Researchers from developing countries,500000-1000000,12,2023-09-22,625,150
319,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-12-12,830,28
320,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,12,2023-10-03,1396,16
321,Chemical Engineering,PhD students and postdoctoral fellows,20000-50000,36,2023-10-06,1945,45
322,Computer Science,Early-career researchers with a PhD or equivalent degree,20000-50000,6,2023-12-26,726,194
323,Physics,Researchers from developing countries,500000-1000000,24,2023-08-15,1098,38
324,Environmental Science,PhD students and postdoctoral fellows,500000-1000000,12,2023-01-08,1580,59
325,Medical Research,Researchers from developing countries,50000-100000,24,2023-06-10,1645,100
326,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",20000-50000,24,2023-01-25,1474,43
327,Chemical Engineering,PhD students and postdoctoral fellows,100000-250000,24,2023-12-04,1323,50
328,Chemical Engineering,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,36,2023-05-29,1698,34
329,Materials Science,PhD students and postdoctoral fellows,25000-50000,36,2023-10-15,1971,161
330,Environmental Science,Researchers from developing countries,50000-100000,36,2023-03-29,1792,125
331,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,12,2023-02-06,943,21
332,Neuroscience,PhD students and postdoctoral fellows,100000-250000,12,2023-05-15,1218,144
333,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-06-20,593,37
334,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-06-30,125,167
335,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-06-26,719,15
336,Medical Research,Researchers from developing countries,50000-100000,12,2023-07-17,1911,62
337,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",5000-10000,36,2023-08-12,205,106
338,Electrical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",25000-50000,24,2023-07-15,918,15
339,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,36,2023-12-29,979,115
340,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",5000-15000,24,2023-03-02,1322,54
341,Computer Science,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-06-26,1056,133
342,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,50000-100000,6,2023-11-08,264,5
343,Medical Research,Researchers from developing countries,500000-1000000,12,2023-05-31,1411,116
344,Physics,Early-career researchers with a PhD or equivalent degree,100000-250000,6,2023-08-02,163,88
345,Medical Research,PhD students and postdoctoral fellows,500000-1000000,36,2023-01-06,1816,7
346,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,36,2023-12-21,343,27
347,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-15000,12,2023-12-28,491,177
348,Neuroscience,Researchers from developing countries,5000-10000,6,2023-07-09,1049,50
349,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",50000-100000,36,2023-02-04,1352,70
350,Chemical Engineering,Early-career researchers with a PhD or equivalent degree,500000-1000000,6,2023-09-10,1497,124
351,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-03-28,1434,14
352,Materials Science,Early-career researchers with a PhD or equivalent degree,5000-10000,24,2023-06-19,1424,189
353,Neuroscience,PhD students and postdoctoral fellows,5000-15000,6,2023-06-01,1818,118
354,Computer Science,PhD students and postdoctoral fellows,25000-50000,24,2023-11-11,1571,77
355,Neuroscience,Researchers from developing countries,50000-100000,24,2023-10-18,239,171
356,Chemical Engineering,PhD students and postdoctoral fellows,5000-10000,24,2023-06-27,1882,34
357,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,36,2023-02-27,1625,98
358,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,6,2023-06-03,170,134
359,Materials Science,Researchers from developing countries,25000-50000,24,2023-07-15,478,142
360,Electrical Engineering,PhD students and postdoctoral fellows,5000-15000,6,2023-08-22,118,19
361,Environmental Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,12,2023-01-08,1176,150
362,Computer Science,"Established researchers with at least 5 years of experience, must have NIH funding",5000-10000,6,2023-02-23,1430,95
363,Materials Science,Researchers from developing countries,5000-15000,36,2023-10-31,62,105
364,Neuroscience,Researchers from developing countries,5000-15000,6,2023-03-06,1456,87
365,Chemical Engineering,PhD students and postdoctoral fellows,50000-100000,36,2023-01-29,1434,158
366,Physics,Researchers from developing countries,20000-50000,36,2023-01-20,287,41
367,Medical Research,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,12,2023-11-05,1714,62
368,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,6,2023-04-28,1768,16
369,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-500000,24,2023-08-24,366,128
370,Computer Science,PhD students and postdoctoral fellows,25000-50000,6,2023-03-30,978,74
371,Chemical Engineering,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,24,2023-03-07,1806,72
372,Materials Science,Researchers from developing countries,100000-250000,6,2023-04-29,162,49
373,Electrical Engineering,PhD students and postdoctoral fellows,100000-500000,6,2023-12-21,418,77
374,Materials Science,"Established researchers with at least 5 years of experience, must have NIH funding",100000-250000,12,2023-03-07,302,84
375,Computer Science,Early-career researchers with a PhD or equivalent degree,5000-10000,6,2023-07-02,687,96
376,Physics,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-07-07,328,27
377,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-11-12,404,66
378,Environmental Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",500000-1000000,12,2023-09-17,1086,46
379,Environmental Science,PhD students and postdoctoral fellows,50000-100000,12,2023-09-22,859,157
380,Neuroscience,Early-career researchers with a PhD or equivalent degree,25000-50000,24,2023-02-22,864,160
381,Materials Science,PhD students and postdoctoral fellows,5000-15000,12,2023-12-13,998,96
382,Medical Research,Researchers from developing countries,100000-500000,6,2023-12-08,1335,149
383,Materials Science,Researchers from developing countries,500000-1000000,12,2023-03-28,1689,15
384,Computer Science,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",50000-100000,12,2023-02-02,1640,162
385,Electrical Engineering,Early-career researchers with a PhD or equivalent degree,25000-50000,36,2023-07-03,1370,101
386,Neuroscience,"Established researchers with at least 5 years of experience, must have NIH funding",100000-500000,36,2023-12-12,633,88
387,Medical Research,"Graduate students and postdoctoral fellows, must have a GPA of 3.0 or higher",100000-250000,12,2023-09-07,1162,25
388,Neuroscience,Early-career researchers with a PhD or equivalent degree,5000-15000,24,2023-06-18,1542,9
389,Medical Research,Early-career researchers with a PhD or equivalent degree,100000-500000,36,2023-04-06,115,104
